carro;carro;22776;441
igual;igual;44825;442
figura;figura;344872;443
interior;interior;46837467;444
dificuldade;dificuldade;34342853233;445
decidir;decidir;3324347;446
negro;negro;63476;447
compreender;compreender;26677336337;448
milhao;milhão;645426;449
importancia;importância;46767826242;450
produzir;produzir;77638947;451
livre;livre;54873;452
rede;rede;7333;453
efeito;efeito;333486;454
fechar;fechar;332427;455
possibilidade;possibilidade;7677424543233;456
oito;oito;6486;457
principalmente;principalmente;77462472563683;458
quadro;quadro;782376;459
espirito;espírito;37747486;460
elemento;elemento;35363686;461
base;base;2273;462
cujo;cujo;2856;463
transformar;transformar;87267367627;464
comprar;comprar;2667727;465
tu;tu;88;466
apos;após;2767;467
filha;filha;34542;468
sob;sob;762;469
referir;referir;7333747;470
pedra;pedra;73372;471
filme;filme;34563;472
madeira;madeira;6233472;473
natureza;natureza;62887392;474
periodo;período;7374636;475
presente;presente;77373683;476
sete;sete;7383;477
recurso;recurso;7328776;478
levantar;levantar;53826827;479
mandar;mandar;626327;480
unido;unido;86436;481
resultado;resultado;737858236;482
preso;preso;77376;483
reconhecer;reconhecer;7326643237;484
dirigir;dirigir;3474447;485
tocar;tocar;86227;486
director;director;34732867;487
irmao;irmão;47626;488
ninguem;ninguém;6464836;489
mau;mau;628;490
simples;simples;7467537;491
programa;programa;77647262;492
construir;construir;266787847;493
diverso;diverso;3483776;494
cerca;cerca;23722;495
classe;classe;252773;496
conselho;conselho;26673546;497
amor;amor;2667;498
televisao;televisão;835384726;499
valer;valer;82537;500
banda;banda;22632;501
carta;carta;22782;502
seguranca;segurança;734872622;503
vinte;vinte;84683;504
quarto;quarto;782786;505
diferenca;diferença;343373622;506
perto;perto;73786;507
opiniao;opinião;6746426;508
titulo;título;848856;509
luta;luta;5882;510
afirmar;afirmar;2347627;511
terminar;terminar;83764627;512
algo;algo;2546;513
peixe;peixe;73493;514
atras;atrás;28727;515
atingir;atingir;2846447;516
interessar;interessar;4683737727;517
discutir;discutir;34728847;518
voz;voz;869;519
companhia;companhia;266726442;520
significar;significar;7446434227;521
objecto;objecto;6253286;522
alguem;alguém;254836;523
anterior;anterior;26837467;524
buscar;buscar;287227;525
duvida;dúvida;388432;526
inicio;início;464246;527
materia;matéria;6283742;528
graca;graça;47222;529
lingua;língua;546482;530
enorme;enorme;366763;531
americano;americano;263742266;532
doutor;doutor;368867;533
julgar;julgar;585427;534
frances;francês;3726237;535
verde;verde;83733;536
atencao;atenção;2836226;537
nivel;nível;64835;538
criacao;criação;2742226;539
verdadeiro;verdadeiro;8373233476;540
justica;justiça;5878422;541
vivo;vivo;8486;542
educacao;educação;33822226;543
passado;passado;7277236;544
evitar;evitar;384827;545
ambiente;ambiente;26243683;546
guarda;guarda;482732;547
economico;económico;326666426;548
casar;casar;22727;549
participar;participar;7278424727;550
rico;rico;7426;551
pobre;pobre;76273;552
cabo;cabo;2226;553
eleicao;eleição;3534226;554
apoio;apoio;27646;555
ingles;inglês;464537;556
solucao;solução;7658226;557
demais;demais;336247;558
maquina;máquina;6278462;559
trabalhador;trabalhador;87222542367;560
produto;produto;7763886;561
envolver;envolver;36865837;562
doenca;doença;363622;563
resto;resto;73786;564
ciencia;ciência;2436242;565
marcar;marcar;627227;566
cumprir;cumprir;2867747;567
contacto;contacto;26682286;568
realmente;realmente;732563683;569
morar;morar;66727;570
rapido;rápido;727436;571
literatura;literatura;5483728872;572
facil;fácil;32245;573
actual;actual;228825;574
morto;morto;66786;575
exigir;exigir;394447;576
diante;diante;342683;577
liberdade;liberdade;542373233;578
zona;zona;9662;579
terreno;terreno;8377366;580
provocar;provocar;77686227;581
garantir;garantir;42726847;582
jogar;jogar;56427;583
modelo;modelo;663356;584
assumir;assumir;2778647;585
oferecer;oferecer;63373237;586
visao;visão;84726;587
preparar;preparar;77372727;588
constituir;constituir;2667848847;589
escritor;escritor;37274867;590
estrada;estrada;3787232;591
construcao;construção;2667878226;592
policia;polícia;7654242;593
mudanca;mudança;6832622;594
aprender;aprender;27736337;595
minimo;mínimo;646466;596
comer;comer;26637;597
fugir;fugir;38447;598
motivo;motivo;668486;599
som;som;766;600
obrigar;obrigar;6274427;601
publicar;publicar;78254227;602
sol;sol;765;603
comercio;comércio;26637246;604
ocupar;ocupar;628727;605
central;central;2368725;606
curto;curto;28786;607
prova;prova;77682;608
memoria;memória;6366742;609
bater;bater;22837;610
aproveitar;aproveitar;2776834827;611
depender;depender;33736337;612
parar;parar;72727;613
metro;metro;63876;614
material;material;62837425;615
revista;revista;7384782;616
acima;acima;22462;617
critica;crítica;2748422;618
sinal;sinal;74625;619
medo;medo;6336;620
profissional;profissional;776347746625;621
objectivo;objectivo;625328486;622
inteiro;inteiro;4683476;623
venda;venda;83632;624
sucesso;sucesso;7823776;625
carreira;carreira;22773472;626
assistir;assistir;27747847;627
esquerda;esquerda;37783732;628
cortar;cortar;267827;629
influencia;influência;4635836242;630
pertencer;pertencer;737836237;631
personagem;personagem;7377662436;632
obter;obter;62837;633
apoiar;apoiar;276427;634
funcionar;funcionar;386246627;635
pratica;prática;7728422;636
formacao;formação;36762226;637
europeu;europeu;3876738;638
conforme;conforme;26636763;639
preocupacao;preocupação;77362872226;640
estabelecer;estabelecer;37822353237;641
producao;produção;77638226;642
conjunto;conjunto;26658686;643
esforco;esforço;3736726;644
massa;massa;62772;645
comissao;comissão;26647726;646
porem;porém;76736;647
subir;subir;78247;648
popular;popular;7678527;649
desenvolver;desenvolver;33736865837;650
rei;rei;734;651
radio;rádio;72346;652
prestar;prestar;7737827;653
dividir;dividir;3484347;654
erro;erro;3776;655
genero;género;436376;656
favor;favor;32867;657
oficial;oficial;6342425;658
administracao;administração;2364647872226;659
reunir;reunir;738647;660
cento;cento;23686;661
sangue;sangue;726483;662
letra;letra;53872;663
serie;série;73743;664
expressao;expressão;397737726;665
face;face;3223;666
supor;supor;78767;667
vila;vila;8452;668
determinar;determinar;3383764627;669
completamente;completamente;2667538263683;670
energia;energia;3637442;671
presenca;presença;77373622;672
arvore;árvore;278673;673
fase;fase;3273;674
encontro;encontro;36266876;675
deputado;deputado;33788236;676
emprego;emprego;3677346;677
particular;particular;7278428527;678
risco;risco;74726;679
belo;belo;2356;680
cena;cena;2362;681
consciencia;consciência;26672436242;682
geracao;geração;4372226;683
crime;crime;27463;684
somente;somente;7663683;685
verificar;verificar;837434227;686
preferir;preferir;77333747;687
crise;crise;27473;688
ora;ora;672;689
entregar;entregar;36873427;690
moderno;moderno;6633766;691
regra;regra;73472;692
revelar;revelar;7383527;693
desejar;desejar;3373527;694
exactamente;exactamente;39228263683;695
fonte;fonte;36683;696
repetir;repetir;7373847;697
largo;largo;52746;698
estilo;estilo;378456;699
imaginar;imaginar;46244627;700
responsabilidade;responsabilidade;7377667224543233;701
economia;economia;32666642;702
vale;vale;8253;703
avancar;avançar;2826227;704
observar;observar;62737827;705
carne;carne;22763;706
origem;origem;674436;707
atitude;atitude;2848833;708
individuo;indivíduo;463484386;709
inclusive;inclusive;462587483;710
sala;sala;7252;711
cheio;cheio;24346;712
preto;preto;77386;713
reduzir;reduzir;7338947;714
defesa;defesa;333372;715
propor;propor;776767;716
civil;civil;24845;717
comunicacao;comunicação;26686422226;718
resultar;resultar;73785827;719
texto;texto;83986;720
oportunidade;oportunidade;676788643233;721
proposta;proposta;77676782;722
manha;manhã;62642;723
peso;peso;7376;724
entrada;entrada;3687232;725
existencia;existência;3947836242;726
moeda;moeda;66332;727
total;total;86825;728
clube;clube;25823;729
ferro;ferro;33776;730
romance;romance;7662623;731
autoridade;autoridade;2886743233;732
sentimento;sentimento;7368463686;733
grave;grave;47283;734
vitoria;vitória;8486742;735
reuniao;reunião;7386426;736
marido;marido;627436;737
interessante;interessante;468373772683;738
admitir;admitir;2364847;739
serio;sério;73746;740
operacao;operação;67372226;741
indicar;indicar;4634227;742
maximo;máximo;629466;743
normal;normal;667625;744
juntar;juntar;586827;745
impedir;impedir;4673347;746
ilha;ilha;4542;747
espectaculo;espectáculo;37732822856;748
possuir;possuir;7677847;749
dado;dado;3236;750
certeza;certeza;2378392;751
torno;torno;86766;752
frio;frio;3746;753
historico;histórico;447867426;754
faltar;faltar;325827;755
iniciar;iniciar;4642427;756
dedicar;dedicar;3334227;757
alias;aliás;25427;758
universidade;universidade;864837743233;759
intencao;intenção;46836226;760
discurso;discurso;34728776;761
trinta;trinta;874682;762
apontar;apontar;2766827;763
passagem;passagem;72772436;764
tema;tema;8362;765
abandonar;abandonar;222636627;766
notar;notar;66827;767
coracao;coração;2672226;768
doente;doente;363683;769
concluir;concluir;26625847;770
leite;leite;53483;771
paz;paz;729;772
margem;margem;627436;773
ambos;ambos;26267;774
retirar;retirar;7384727;775
pronto;pronto;776686;776
vencer;vencer;836237;777
discussao;discussão;347287726;778
hospital;hospital;46774825;779
instrumento;instrumento;46787863686;780
minuto;minuto;646886;781
monte;monte;66683;782
campanha;campanha;22672642;783
incluir;incluir;4625847;784
prever;prever;773837;785
tarefa;tarefa;827332;786
industria;indústria;463878742;787
viajar;viajar;842527;788
reforma;reforma;7336762;789
vento;vento;83686;790
especializar;especializar;377324254927;791
saida;saída;72432;792
esquecer;esquecer;37783237;793
adquirir;adquirir;23784747;794
pergunta;pergunta;73748682;795
boca;boca;2622;796
organizacao;organização;67426492226;797
poeta;poeta;76382;798
cargo;cargo;22746;799
capacidade;capacidade;2272243233;800
cantar;cantar;226827;801
chefe;chefe;24333;802
exercito;exército;39372486;803
corrente;corrente;26773683;804
festa;festa;33782;805
melhorar;melhorar;63546727;806
pensamento;pensamento;7367263686;807
limite;limite;546483;808
atender;atender;2836337;809
profundo;profundo;77638636;810
aula;aula;2852;811
pesar;pesar;73727;812
ministerio;ministério;6464783746;813
longe;longe;56643;814
estrutura;estrutura;378788872;815
aplicar;aplicar;2754227;816
uso;uso;876;817
conduzir;conduzir;26638947;818
vermelho;vermelho;83763546;819
pintura;pintura;7468872;820
ramo;ramo;7266;821
cavalo;cavalo;228256;822
indio;índio;46346;823
comercial;comercial;266372425;824
tecnico;técnico;8326426;825
disco;disco;34726;826
sujeito;sujeito;7853486;827
preocupar;preocupar;773628727;828
afastar;afastar;2327827;829
metade;metade;638233;830
directo;directo;3473286;831
respeitar;respeitar;737734827;832
linguagem;linguagem;546482436;833
uniao;união;86426;834
parede;parede;727333;835
fogo;fogo;3646;836
arma;arma;2762;837
advogado;advogado;23864236;838
cuidar;cuidar;284327;839
caixa;caixa;22492;840
familiar;familiar;32645427;841
completar;completar;266753827;842
aluno;aluno;25866;843
entretanto;entretanto;3687382686;844
revolucao;revolução;738658226;845
nota;nota;6682;846
causar;causar;228727;847
armado;armado;276236;848
custo;custo;28786;849
procura;procura;7762872;850
escolha;escolha;3726542;851
literario;literário;548372746;852
responsavel;responsável;73776672835;853
mesa;mesa;6372;854
fisico;físico;347426;855
tamanho;tamanho;8262646;856
leitura;leitura;5348872;857
suficiente;suficiente;7834243683;858
aproximar;aproximar;277694627;859
data;data;3282;860
pegar;pegar;73427;861
artigo;artigo;278446;862
oposicao;oposição;67674226;863
ponte;ponte;76683;864
menino;menino;636466;865
fixar;fixar;34927;866
automovel;automóvel;288666835;867
absoluto;absoluto;22765886;868
cara;cara;2272;869
consequencia;consequência;266737836242;870
planta;planta;752682;871
importar;importar;46767827;872
caber;caber;22237;873
perna;perna;73762;874
perspectiva;perspectiva;73777328482;875
religioso;religioso;735444676;876
nove;nove;6683;877
concordar;concordar;266267327;878
impor;impor;46767;879
exposicao;exposição;397674226;880
interno;interno;4683766;881
sector;sector;732867;882
lutar;lutar;58827;883
ideal;ideal;43325;884
substituir;substituir;7827848847;885
tendencia;tendência;836336242;886
governador;governador;4683762367;887
funcionario;funcionário;38624662746;888
roda;roda;7632;889
candidato;candidato;226343286;890
compor;compor;266767;891
costumar;costumar;26788627;892
impressao;impressão;467737726;893
hipotese;hipótese;44768373;894
verao;verão;83726;895
cobrir;cobrir;262747;896
reflectir;reflectir;733532847;897
anunciar;anunciar;26862427;898
dispor;dispor;347767;899
violencia;violência;846536242;900
virar;virar;84727;901
seguro;seguro;734876;902
instituicao;instituição;46784884226;903
exercer;exercer;3937237;904
durar;durar;38727;905
perguntar;perguntar;737486827;906
cafe;café;2233;907
financeiro;financeiro;3462623476;908
abaixo;abaixo;222496;909
fotografia;fotografia;3686472342;910
conhecido;conhecido;266432436;911
utilizar;utilizar;88454927;912
vantagem;vantagem;82682436;913
regime;regime;734463;914
sitio;sítio;74846;915
citar;citar;24827;916
tradicao;tradição;87234226;917
alcancar;alcançar;25226227;918
desenvolvimento;desenvolvimento;337368658463686;919
sonho;sonho;76646;920
jardim;jardim;527346;921
assembleia;assembleia;2773625342;922
corte;corte;26783;923
estrela;estrela;3787352;924
impossivel;impossível;4676774835;925
determinado;determinado;33837646236;926
faculdade;faculdade;322853233;927
voto;voto;8686;928
estudante;estudante;378832683;929
padre;padre;72373;930
media;média;63342;931
exterior;exterior;39837467;932
associacao;associação;2776242226;933
comunidade;comunidade;2668643233;934
simplesmente;simplesmente;746753763683;935
noticia;notícia;6684242;936
desaparecer;desaparecer;33727273237;937
cao;cão;226;938
sede;sede;7333;939
transporte;transporte;8726776783;940
cedo;cedo;2336;941
ensinar;ensinar;3674627;942
perante;perante;7372683;943
renda;renda;73632;944
casamento;casamento;227263686;945
semelhante;semelhante;7363542683;946
amarelo;amarelo;2627356;947
enfrentar;enfrentar;363736827;948
moral;moral;66725;949
cruz;cruz;2789;950
convidar;convidar;26684327;951
distancia;distância;347826242;952
caracter;carácter;22722837;953
nacao;nação;62226;954
prazo;prazo;77296;955
separar;separar;7372727;956
pior;pior;7467;957
rapaz;rapaz;72729;958
braco;braço;27226;959
premio;prémio;773646;960
atravessar;atravessar;2872837727;961
batalha;batalha;2282542;962
reaccao;reacção;7322226;963
acesso;acesso;223776;964
tratamento;tratamento;8728263686;965
salvar;salvar;725827;966
membro;membro;636276;967
gosto;gosto;46786;968
atrair;atrair;287247;969
profissao;profissão;776347726;970
poesia;poesia;763742;971
busca;busca;28722;972
actor;actor;22867;973
limitar;limitar;5464827;974
novamente;novamente;668263683;975
pagina;página;724462;976
permanecer;permanecer;7376263237;977
subordinado;subordinado;78267346236;978
desejo;desejo;337356;978
destino;destino;3378466;979
espanhol;espanhol;37726465;980
marca;marca;62722;981
conter;conter;266837;982
vinho;vinho;84646;983
quente;quente;783683;984
tras;trás;8727;985
acto;acto;2286;986
ligacao;ligação;5442226;987
intelectual;intelectual;46835328825;988
tom;tom;866;989
estender;estender;37836337;990
visitar;visitar;8474827;991
bastar;bastar;227827;992
cidadao;cidadão;2432326;993
companheiro;companheiro;26672643476;994
crer;crer;2737;995
ouro;ouro;6876;996
electrico;eléctrico;353287426;997
seco;seco;7326;998
fabrica;fábrica;3227422;999
acrescentar;acrescentar;22737236827;1000
juiz;juiz;5849;1001
original;original;67444625;1002
divida;dívida;348432;1003
chao;chão;2426;1004
eleger;eleger;353437;1005
tentativa;tentativa;836828482;1006
alemao;alemão;253626;1007
baixar;baixar;224927;1008
praia;praia;77242;1009
ajuda;ajuda;25832;1010
navio;navio;62846;1011
lista;lista;54782;1012
torre;torre;86773;1013
pele;pele;7353;1014
perigo;perigo;737446;1015
ceu;céu;238;1016
diario;diário;342746;1017
juro;juro;5876;1018
comparar;comparar;26672727;1019
cuidado;cuidado;2843236;1020
imposto;imposto;4676786;1021
recusar;recusar;7328727;1022
bola;bola;2652;1023
demonstrar;demonstrar;3366678727;1024
regressar;regressar;734737727;1025
tecnica;técnica;8326422;1026
volume;volume;865863;1027
desenho;desenho;3373646;1028
dominio;domínio;3664646;1029
dominar;dominar;3664627;1030
congresso;congresso;266473776;1031
secretario;secretário;7327382746;1032
roupa;roupa;76872;1033
documento;documento;362863686;1034
acusar;acusar;228727;1035
puro;puro;7876;1036
negar;negar;63427;1037
identificar;identificar;43368434227;1038
totalmente;totalmente;8682563683;1039
classico;clássico;25277426;1040
transmitir;transmitir;8726764847;1041
ritmo;ritmo;74866;1042
edificio;edifício;33434246;1043
corresponder;corresponder;267737766337;1044
concepcao;concepção;266237226;1045
barco;barco;22726;1046
prazer;prazer;772937;1047
propriedade;propriedade;77677433233;1048
estacao;estação;3782226;1049
fundamental;fundamental;38632636825;1050
fazenda;fazenda;3293632;1051
conceito;conceito;26623486;1052
alma;alma;2562;1053
ensino;ensino;367466;1054
imprensa;imprensa;46773672;1055
confianca;confiança;266342622;1056
carga;carga;22742;1057
rapidamente;rapidamente;72743263683;1058
guardar;guardar;4827327;1059
federal;federal;3333725;1060
grosso;grosso;476776;1061
teoria;teoria;836742;1062
catolico;católico;22865426;1063
instalar;instalar;46782527;1064
par;par;727;1065
futebol;futebol;3883265;1066
privado;privado;7748236;1067
ataque;ataque;282783;1068
gerar;gerar;43727;1069
praticar;praticar;77284227;1070
museu;museu;68738;1071
pesquisa;pesquisa;73778472;1072
finalmente;finalmente;3462563683;1073
leitor;leitor;534867;1074
positivo;positivo;76748486;1075
vizinho;vizinho;8494646;1076
ocasiao;ocasião;6227426;1077
quantidade;quantidade;7826843233;1078
diminuir;diminuir;34646847;1079
general;general;4363725;1080
montar;montar;666827;1081
